,id,imdbid,rating,title,year
4171,1910,0439289,3,Running with Scissors,2006
4172,1558,0463034,1,"You, Me and Dupree",2006
4173,530,0907657,2,Once,2006
4174,2297,0417614,3,Dreamland,2006
4175,1946,0317219,1,Cars,2006
4176,1596,0447854,1,Bambi II,2006
4177,3769,0405508,3,Rang De Basanti,2006
4178,167,0383574,2,Pirates of the Caribbean: Dead Man&#39;s Chest,2006
4179,171,0472160,3,Penelope,2006
4180,3785,0765458,3,Hogfather,2006
4181,3812,0424095,0,Flushed Away,2006
4182,4918,0409182,2,Poseidon,2006
4183,5288,0476013,3,"Hello Sister, Goodbye Life",2006
4184,3460,0446046,3,Take the Lead,2006
4185,3830,1273816,3,"University of Illinois vs. a Mummy, The",2006
4186,224,0284363,1,I Served the King of England,2006
4187,3834,0450506,3,Suburban Mayhem,2006
4188,2036,0482571,1,"Prestige, The",2006
4189,4227,0452637,2,Lady in the Water,2006
4190,7096,0833098,3,&quot;Masters of Horror&quot; The Screwfly Solution,2006
4191,7103,0817400,0,&quot;Masters of Horror&quot; Sounds Like,2006
4192,6401,0486551,3,Beerfest,2006
4193,6456,0486731,3,U,2006
4194,7550,0477072,3,"Prince &amp; Me II: The Royal Wedding, The",2006
4195,7567,0768132,0,Monmon the Water Spider,2006
4196,6194,0384793,1,Accepted,2006
4197,5868,0795338,3,"Barbie Diaries, The",2006
4198,7679,0362120,3,Scary Movie 4,2006
4199,8529,0830896,1,Ferfiakt,2006
4200,8549,0823158,2,Wedding Wars,2006
4201,7366,0414853,3,Barnyard,2006
4202,7039,0643106,0,&quot;Masters of Horror&quot; Haeckel&#39;s Tale,2006
4203,7793,0449089,3,RV,2006
4204,7088,0454841,3,"Hills Have Eyes, The",2006
4205,3127,0876294,3,"Zombie Diaries, The",2006
4206,2405,0487503,3,"Page Turner, The",2006
4207,650,0460732,3,Caffeine,2006
4208,284,0443455,3,Brand Upon The Brain!,2006
4209,4625,0446755,3,"Painted Veil, The",2006
4210,4288,0348150,1,Superman Returns,2006
4211,2802,0497137,3,"I&#39;m a Cyborg, But That&#39;s OK",2006
4212,3193,0818940,3,Love &amp; Suicide,2006
4213,4312,0448124,3,Snow cake,2006
4214,3959,0824316,3,Dor,2006
4215,4690,0444628,3,Fay Grim,2006
4216,1442,0367027,3,Shortbus,2006
4217,2532,0370032,1,Ultraviolet,2006
4218,1481,0435680,3,Kidulthood,2006
4219,1138,0425210,1,Lucky Number Slevin,2006
4220,1489,0460721,3,"Big Bad Swim, The",2006
4221,2199,0768116,3,Hula Girls,2006
4222,1147,0449010,1,Eragon,2006
4223,4401,0460740,3,Cashback,2006
4224,1853,0383060,3,Zoom,2006
4225,2572,0479647,1,"Bon Cop, Bad Cop",2006
4226,1873,0454082,3,Black Christmas,2006
4227,1523,0375785,3,Gray Matters,2006
4228,2580,0498380,1,Letters from Iwo Jima,2006
4229,5552,0383216,1,"Pink Panther, The",2006
4230,2616,0477139,1,Wristcutters: A Love Story,2006
4231,2980,0772154,3,Apart From That,2006
4232,521,0404203,3,Little Children,2006
4233,1937,0414993,3,"Fountain, The",2006
4234,3760,0471030,3,Red Road,2006
4235,3005,0464049,1,"History Boys, The",2006
4236,893,0443543,0,"Illusionist, The",2006
4237,3014,0804513,3,Rainbow Song,2006
4238,3018,0461612,3,Warau Mikaeru,2006
4239,3784,0429589,2,"Ant Bully, The",2006
4240,4892,0452594,1,"Break Up, The",2006
4241,5262,0462485,1,Poultrygeist: Night of the Chicken Dead,2006
4242,921,0460829,3,Inland Empire,2006
4243,198,0454921,0,"Pursuit of Happyness, The",2006
4244,2340,0343737,0,"Good Shepherd, The",2006
4245,3051,0473444,2,Curse of the Golden Flower,2006
4246,5287,0809407,1,A fost sau n-a fost?,2006
4247,215,0457939,3,"Holiday, The",2006
4248,2002,0831888,0,Tekkon kinkurito,2006
4249,2360,0405296,1,A Scanner Darkly,2006
4250,4939,0445935,3,Bordertown,2006
4251,1665,0430634,3,Stick It,2006
4252,2026,0457510,0,Nacho Libre,2006
4253,976,0435706,3,Nina&#39;s Heavenly Delights,2006
4254,7114,0785532,3,&quot;Masters of Horror&quot; Pro-Life,2006
4255,8412,0456111,2,La noche de los girasoles,2006
4256,6151,0480025,3,This is England,2006
4257,6168,0494271,3,"Unknown Woman, The",2006
4258,7264,0493093,1,Hannah Montana,2006
4259,5834,0499455,3,Day Night Day Night,2006
4260,8033,0807965,1,La vie secr&egrave;te des gens heureux,2006
4261,6574,0455612,0,Madea&#39;s Family Reunion,2006
4262,7299,0477311,3,Peliculas para no dormir: Para entrar a vivir,2006
4263,7303,0449144,3,Peliculas para no dormir: La culpa,2006
4264,7315,0461826,3,Peliculas para no dormir: Adivina quien soy,2006
4265,5925,0449467,3,Babel,2006
4266,7038,0643110,2,&quot;Masters of Horror&quot; Pick Me Up,2006
4267,8644,0495596,1,Tales from Earthsea,2006
4268,5704,0483022,3,Kamome Diner,2006
4269,653,0499537,3,Offside,2006
4270,5358,0389860,3,Click,2006
4271,1022,0479917,3,For the Love of a Child,2006
4272,5016,0457275,0,Altered,2006
4273,3168,0493459,3,This Film Is Not Yet Rated,2006
4274,4665,0455857,3,When a Stranger Calls,2006
4275,332,0206634,3,Children of Men,2006
4276,3571,0455967,3,John Tucker Must Die,2006
4277,4694,0790781,3,Wendy Wu: Homecoming Warrior,2006
4278,5424,0455596,1,"Librarian: Return to King Solomon&#39;s Mines, The",2006
4279,725,0460989,1,"Wind That Shakes the Barley, The",2006
4280,2498,0465551,3,Notes on a Scandal,2006
4281,5088,0470705,3,Bug,2006
4282,372,0477095,2,Starter for 10,2006
4283,1449,0460792,3,Fast Food Nation,2006
4284,4729,0344854,0,Arthur and the Invisibles,2006
4285,2527,0460791,3,"Fall, The",2006
4286,3643,0433386,3,"Grudge 2, The",2006
4287,421,0457430,3,El laberinto del fauno (Pan's Labyrinth),2006
4288,2900,0489010,1,A Crime,2006
4289,791,0405094,0,Das Leben Der Anderen,2006
4290,1505,0934427,3,Liu hao chukou (Exit No. 6),2006
4291,1864,0851578,3,Paprika,2006
4292,4424,0412798,3,Half Light,2006
4293,2579,0758794,1,We Are Marshall,2006
4294,4802,0778631,1,Brave Story,2006
4295,830,0389557,3,Zwartboek,2006
4296,1888,0396171,3,Perfume: The Story of a Murderer,2006
4297,4819,0490166,3,London To Brighton,2006
4298,2615,0454931,3,Requiem,2006
4299,5213,0827517,1,Reprise,2006
4300,4848,0876154,3,To Have and to Hold,2006
4301,5585,0441774,3,Lonely Hearts,2006
4302,5233,0424880,3,Candy,2006
4303,5249,0475293,3,High School Musical,2006
4304,1271,0416449,0,300,2006
4305,920,0483726,1,Man of the Year,2006
4306,2339,0473488,1,A Guide to Recognizing Your Saints,2006
4307,934,0859765,2,Still Life (Sanxia haoren),2006
4308,3054,0401711,3,Paris je t&#39;aime,2006
4309,938,0408985,3,Last Holiday,2006
4310,2359,0468489,3,Half Nelson,2006
4311,3080,0478724,3,I Do,2006
4312,5306,0472043,3,Apocalypto,2006
4313,3849,0468492,3,"Host, The",2006
4314,5675,0452624,1,"Good German, The",2006
4315,7117,0805420,3,&quot;Masters of Horror&quot; Valerie on the Stairs,2006
4316,6762,0405676,1,All The King&#39;s Men,2006
4317,6450,0489270,3,Saw III,2006
4318,6137,0494199,3,5ive Girls,2006
4319,7596,0462590,3,Step Up,2006
4320,6869,0476298,3,Madeinusa,2006
4321,6903,1105263,3,Bleach: Memories of Nobody,2006
4322,7637,0366548,3,Happy Feet,2006
4323,7070,0782399,2,&quot;Masters of Horror&quot; Family,2006
4324,7090,0779496,1,&quot;Masters of Horror&quot; Pelts,2006
4325,1347,0380066,3,"Woods, The",2006
4326,2057,0855729,3,Times and Winds,2006
4327,648,0449059,3,Little Miss Sunshine,2006
4328,290,0422720,3,Marie Antoinette,2006
4329,2800,0429727,3,Il caimano (The Caiman),2006
4330,1412,0436697,3,"Queen, The",2006
4331,3957,0855805,0,Farval Falkenberg,2006
4332,3988,0444112,3,Avenue Montaigne,2006
4333,1102,0436331,3,Friends with Money,2006
4334,1811,0475394,3,Smokin&#39; Aces,2006
4335,762,0490822,3,Bring It On: All or Nothing,2006
4336,416,0477347,3,Night at the Museum,2006
4337,2538,0406816,1,"Guardian, The",2006
4338,2566,0462309,1,"Gigolos, The",2006
4339,5158,0443453,1,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
4340,2570,0888019,3,Five Across the Eyes,2006
4341,2932,0473074,3,"Gymnast, The",2006
4342,3326,0417225,3,Idlewild,2006
4343,2941,0424345,3,Clerks II,2006
4344,1189,0783238,3,"Dead Girl, The",2006
4345,1542,0446442,3,A Few Days in September,2006
4346,2598,0451176,3,Quinceanera,2006
4347,5191,0382625,1,"Da Vinci Code, The",2006
4348,2610,0457655,2,After the Wedding,2006
4349,4830,0863091,3,Mukhsin,2006
4350,2277,0487195,3,Bonneville,2006
4351,1927,0405336,3,Southland Tales,2006
4352,144,0458352,3,"Devil Wears Prada, The",2006
4353,1581,0438097,1,Ice Age: The Meltdown,2006
4354,4856,0410297,3,"Lake House, The",2006
4355,4500,0491738,3,Psych,2006
4356,4130,0387877,1,Black Dahlia,2006
4357,5248,0807840,0,Elephants Dream,2006
4358,1605,0832958,0,On the Trail of Igor Rizzi,2006
4359,5606,0317919,1,Mission: Impossible III,2006
4360,1615,0470765,3,For Your Consideration,2006
4361,3786,0400717,1,Open Season,2006
4362,559,0420223,3,Stranger Than Fiction,2006
4363,4899,0423169,3,Sherrybaby,2006
4364,923,0779982,1,Black Sheep,2006
4365,221,0381061,1,Casino Royale,2006
4366,1302,0493430,1,Jackass Number Two,2006
4367,3465,0769508,1,In Paris,2006
4368,2713,0816520,3,Return To Halloweentown,2006
4369,4202,0398913,3,DOA: Dead or Alive,2006
4370,603,0492481,3,Puccini for Beginners,2006
4371,615,0437800,3,Akeelah and the Bee,2006
4372,4595,0414982,3,Final Destination 3,2006
4373,627,0454945,3,She&#39;s the Man,2006
4374,6038,0464029,3,Grbavica,2006
4375,6445,0877368,3,Tales from the Grudge,2006
4376,7977,0385726,3,Glory Road,2006
4377,6526,0443431,3,Another Gay Movie,2006
4378,5815,0443489,3,Dreamgirls,2006
4379,7624,0489682,1,Conversations with God,2006
4380,5840,0456554,3,Grandma&#39;s Boy,2006
4381,7293,0430164,3,Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,2006
4382,7309,0460897,1,Peliculas para no dormir: Regreso a Moira,2006
4383,8060,0951297,3,Que tan lejos,2006
4384,7044,0757061,0,&quot;Masters of Horror&quot; Imprint,2006
4385,6352,0475944,3,"Covenant, The",2006
4386,7812,0365830,0,Tenacious D in the Pick of Destiny,2006
4387,7085,0817401,0,&quot;Masters of Horror&quot; The V Word,2006
4388,630,0408236,1,Sweeney Todd: The Demon Barber of Fleet Street,2007
4389,1706,0806940,3,Ninas Mal,2007
4390,1008,0423977,2,Charlie Bartlett,2007
4391,651,0829482,3,Superbad,2007
4392,3545,0816436,3,Black Water,2007
4393,2795,0805564,3,Lars and the real Girl,2007
4394,313,0758758,1,Into the Wild,2007
4395,686,0477348,3,No Country for Old Men,2007
4396,3935,0488023,3,Out at the Wedding,2007
4397,5045,0765430,3,American Zombie,2007
4398,4313,2330312,3,Bratz: Fashion Pixiez,2007
4399,3577,1024856,0,Negative Happy Chain Saw Edge,2007
4400,1439,0925230,3,Cocalero,2007
4401,1802,1094278,3,Tricks,2007
4402,1806,1032846,3,"4 Months, 3 Weeks and 2 Days",2007
4403,3615,0480242,3,Dan in Real Life,2007
4404,14,0382932,1,Ratatouille,2007
4405,27,0477071,3,Premonition,2007
4406,761,0972785,3,Bring It On: In It to Win It,2007
4407,2529,0913445,1,Young People Fucking,2007
4408,419,0787475,1,Hot Rod,2007
4409,777,0461770,3,Enchanted,2007
4410,5483,0413300,2,Spider-Man 3,2007
4411,462,0455805,3,Then She Found Me,2007
4412,1524,0810868,2,Free Rainer,2007
4413,2581,0401997,1,Breach,2007
4414,4800,0910847,1,Breakfast with Scot,2007
4415,1184,0822854,1,Shooter,2007
4416,4439,0490084,3,Because I Said So,2007
4417,479,0486822,3,Disturbia,2007
4418,2248,0848542,3,Arranged,2007
4419,2597,0443473,1,"Condemned, The",2007
4420,3343,0480669,0,Timecrimes,2007
4421,490,0775529,3,"Savages, The",2007
4422,2601,1121794,3,Sword of the Stranger,2007
4423,4833,0887732,3,Days and Clouds,2007
4424,2621,0942384,1,Shelter,2007
4425,4121,0995031,1,Bhool Bhulaiyaa,2007
4426,526,0459102,3,Import/Export,2007
4427,5583,0348062,3,"So, You&#39;ve Downloaded a Demon",2007
4428,3015,0997174,3,Welcome to the Quiet Room,2007
4429,2655,0765120,3,My Blueberry Nights,2007
4430,546,0452702,0,Vacancy,2007
4431,3777,0445934,3,Blades of Glory,2007
4432,4152,1095496,3,She&#39;s a Boy I Knew,2007
4433,180,0478311,3,Knocked Up,2007
4434,3424,0860528,1,Salvation,2007
4435,2676,1107809,3,Cutlass,2007
4436,918,0486946,1,Wild Hogs,2007
4437,2341,0388182,1,King of California,2007
4438,1285,0464141,3,"Orphanage, The",2007
4439,949,0783233,3,Atonement,2007
4440,4209,0367959,1,Hannibal Rising,2007
4441,5328,0960835,3,Transmorphers,2007
4442,7131,0868394,1,&quot;Masters of Horror&quot; Dream Cruise,2007
4443,6905,1148261,2,Bleach Movie 2: The Diamond Dust Rebellion,2007
4444,8513,1226251,3,Pok&eacute;mon: The Rise of Darkrai,2007
4445,8525,0760329,0,"Water Horse, The",2007
4446,6616,0425413,1,"Run, Fatboy, Run",2007
4447,7714,1007920,3,Barbie Fairytopia: Magic of the Rainbow,2007
4448,7001,0211933,3,Awake,2007
4449,7773,0896798,1,Cleaner,2007
4450,2409,0757361,3,Margot at the Wedding,2007
4451,1713,0904049,3,Ekusute (Exte: Hair Extensions),2007
4452,312,0861739,3,Tropa de Elite,2007
4453,1764,1043842,3,Appleseed Saga: Ex Machina,2007
4454,5769,0812243,1,Ex Drummer,2007
4455,3230,0414055,3,Elizabeth: The Golden Age,2007
4456,1438,1032207,1,Lynch,2007
4457,9,0467406,3,Juno,2007
4458,373,0373889,3,Harry Potter and the Order of the Phoenix,2007
4459,17,0432021,3,Resident Evil: Extinction,2007
4460,381,0787523,3,Towelhead,2007
4461,26,0413267,3,Shrek the Third,2007
4462,30,0411061,1,88 Minutes,2007
4463,5461,0441007,3,Gracie,2007
4464,4007,0897361,3,I Know Who Killed Me,2007
4465,410,0486583,1,Fred Claus,2007
4466,422,0418279,3,Transformers,2007
4467,4029,0481369,1,"Number 23, The",2007
4468,1151,0866437,3,"Jane Austen Book Club, The",2007
4469,2207,0756729,3,Year of the dog,2007
4470,1167,0427470,3,"Lookout, The",2007
4471,3324,0884328,3,"Mist, The",2007
4472,3333,0398808,3,Bridge to Terabithia,2007
4473,1889,0465538,2,Michael Clayton,2007
4474,3707,0825236,2,Caramel,2007
4475,5530,0440963,2,"Bourne Ultimatum, The",2007
4476,1196,0780622,3,Teeth,2007
4477,2604,0844794,3,Northanger Abbey,2007
4478,2976,0814795,0,In the Arms of My Enemy,2007
4479,3731,0923811,3,Evangelion: 1.0: You Are (Not) Alone,2007
4480,1925,0880502,3,Auf der anderen Seite,2007
4481,2992,0792965,3,"Ensemble, c&#39;est tout",2007
4482,1945,0396555,1,Meet the Robinsons,2007
4483,166,0884819,3,Wool 100%,2007
4484,549,0480249,3,I Am Legend,2007
4485,3811,0453556,1,TMNT,2007
4486,585,0448134,1,Sunshine,2007
4487,5291,0841044,3,2 Days in Paris,2007
4488,948,0765447,3,Evening,2007
4489,2364,0780607,2,"Signal, The",2007
4490,5662,0477051,2,Norbit,2007
4491,964,0848557,3,Diary of the Dead,2007
4492,3086,0442933,3,Beowulf,2007
4493,6759,0808230,2,Les deux mondes,2007
4494,7142,1166805,0,Cafe com Leite,2007
4495,6795,0368794,1,I&#39;m Not There.,2007
4496,6828,0952682,3,Shotgun Stories,2007
4497,7251,0443706,1,Zodiac,2007
4498,6578,0784972,2,"Brothers Solomon, The",2007
4499,6603,0479500,3,Nancy Drew,2007
4500,6631,0814106,2,Flatland: The Movie,2007
4501,7349,0807721,3,Meduzot,2007
4502,8576,0758730,3,Aliens vs. Predator: Requiem,2007
4503,5930,0782867,3,Ha-Sodot (The Secrets),2007
4504,7395,0765429,1,American Gangster,2007
4505,7796,1039960,0,Est&ocirc;mago,2007
4506,7079,0809533,3,Las 13 rosas,2007
4507,6735,0796302,3,"Babysitters, The",2007
4508,1339,1048174,3,"World Unseen, The",2007
4509,1344,0465375,3,After Sex,2007
4510,995,0475243,2,Crashing,2007
4511,4264,1077274,3,"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",2007
4512,3899,0875113,1,99 francs,2007
4513,3151,0815244,3,Sydney White,2007
4514,295,0808417,3,Persepolis,2007
4515,667,1179904,3,Paranormal Activity,2007
4516,3547,0459959,3,La reine soleil,2007
4517,327,0481141,3,No Reservations,2007
4518,2111,0472205,1,Watching the Detectives,2007
4519,5055,0780583,3,Flight of the Living Dead,2007
4520,2473,0498353,3,Hostel: Part II,2007
4521,3206,0450385,3,1408,2007
4522,2478,0494222,3,Eagle vs Shark,2007
4523,2131,0463854,3,28 Weeks Later,2007
4524,5071,0801526,3,"Tracey Fragments, The",2007
4525,5075,0486576,3,Fantastic Four: Rise of the Silver Surfer,2007
4526,738,0416508,3,Becoming Jane,2007
4527,8,0471711,2,Futurama: Bender's Big Score,2007
4528,2147,0857191,3,"Visitor, The",2007
4529,2856,0892100,3,Steam,2007
4530,12,0758771,1,Outlaw,2007
4531,1808,0758732,0,Beaufort,2007
4532,3989,0869977,3,Naissance des pieuvres,2007
4533,3617,1083845,3,Ballet Shoes,2007
4534,16,00293564,1,Rush Hour 3,2007
4535,20,0476964,3,"Brave One, The",2007
4536,755,0473308,3,Waitress,2007
4537,2519,0488120,1,Fracture,2007
4538,25,0756683,1,"Man from Earth, The",2007
4539,4001,0292963,2,Before the Devil Knows You&#39;re Dead,2007
4540,29,1077258,3,Planet Terror,2007
4541,1115,0496328,3,Itty Bitty Titty Committee,2007
4542,417,0462538,3,"Simpsons Movie, The",2007
4543,1840,0964587,3,St. Trinian&#39;s,2007
4544,3655,0373883,3,Halloween,2007
4545,4028,0445922,3,Across the Universe,2007
4546,3663,0829297,3,Ten Inch Hero,2007
4547,4040,1092053,3,Barbie as the Island Princess,2007
4548,5501,0808357,3,"Lust, Caution",2007
4549,1868,0401383,2,"Diving Bell and the Butterfly, The",2007
4550,5509,0780565,3,Mataharis,2007
4551,1522,0795368,3,Death at a Funeral,2007
4552,843,0381849,0,3:10 to Yuma,2007
4553,1552,0995829,3,XXY,2007
4554,5204,0492486,3,Shrooms,2007
4555,1578,0283503,3,Brooklyn Rules,2007
4556,3013,0472071,3,Death Defying Acts,2007
4557,5245,0780608,3,Smiley Face,2007
4558,169,0449088,3,Pirates of the Caribbean: At World&#39;s End,2007
4559,4158,0889600,3,Fat Like Me,2007
4560,3438,1016301,0,Fermat&#39;s Room,2007
4561,5628,0455760,1,Dead Silence,2007
4562,1283,0465494,0,Hitman,2007
4563,600,0838221,1,"Darjeeling Limited, The",2007
4564,2371,0452623,3,Gone Baby Gone,2007
4565,3474,0762110,3,Irina Palm,2007
4566,240,0845046,1,Son of Rambow,2007
4567,3494,0482374,3,Gone,2007
4568,2743,0415127,3,"Man from London, The",2007
4569,6381,1095573,2,&quot;The Backyardigans&quot; International Super Spy,2007
4570,7121,0871197,1,&quot;Masters of Horror&quot; Right to Die,2007
4571,7125,0817402,3,&quot;Masters of Horror&quot; We All Scream for Ice Cream,2007
4572,7129,0854548,3,&quot;Masters of Horror&quot; The Washingtonians,2007
4573,6057,0810900,3,High School Musical 2 (TV Movie),2007
4574,7519,0389790,1,Bee Movie,2007
4575,7153,0838192,3,Reine Geschmacksache,2007
4576,6454,0890870,3,Saw IV,2007
4577,7584,0393956,3,Viva,2007
4578,6577,0799949,3,Epic Movie,2007
4579,8535,0443680,1,"Assassination of Jesse James by the Coward Robert Ford, The",2007
4580,7711,0807054,3,It&#39;s a Free World...,2007
4581,6987,0421082,2,Control,2007
4582,6286,0825244,1,Dialogue avec mon jardinier,2007
4583,5995,0840363,3,Racing Daylight,2007
4584,7078,0891527,0,Lions for lambs,2007
4585,3129,0450188,3,La vie en rose,2007
4586,4984,0804516,3,P2,2007
4587,652,0419887,0,"Kite Runner, The",2007
4588,1715,0862856,3,Trick &#39;r Treat,2007
4589,1741,0996605,3,Love Songs,2007
4590,5028,0815178,3,"Life Before Her Eyes, The",2007
4591,1045,0496436,1,White Noise 2: The Light,2007
4592,5042,0425430,3,"Messengers, The",2007
4593,335,0486655,3,Stardust,2007
4594,2472,0804452,3,Bratz,2007
4595,351,0425112,1,Hot Fuzz,2007
4596,2130,0389722,2,30 Days of Night,2007
4597,3604,0758753,2,If I Had Known I Was a Genius,2007
4598,1799,1032856,1,"Band&#39;s Visit, The",2007
4599,7,1028528,3,Death Proof,2007
4600,11,0435705,2,Next,2007
4601,5451,0465602,1,Shut em up,2007
4602,4728,0816530,3,Imprint,2007
4603,3629,0856288,3,Inside,2007
4604,2170,0758766,3,Music and Lyrics,2007
4605,1466,0970472,3,Vexille,2007
4606,766,0431308,3,P.S. I Love You,2007
4607,3646,1038988,3,[Rec],2007
4608,4757,0896986,1,La torre de Suso,2007
4609,4762,0435528,2,Whisper,2007
4610,5146,0871510,3,Chakde! India,2007
4611,5496,0463998,1,Freedom Writers,2007
4612,4044,0795439,1,Numb,2007
4613,3308,0489237,3,"Nanny Diaries, The",2007
4614,2574,0472062,3,Charlie Wilson&#39;s War,2007
4615,4060,0959342,3,Se upp f&ouml;r d&aring;rarna,2007
4616,476,0496806,1,Ocean's Thirteen,2007
4617,103,0825232,1,"Bucket List, The",2007
4618,487,0385752,3,"Golden Compass, The",2007
4619,3344,0446463,3,"Secret, The",2007
4620,842,0337978,1,Live Free or Die Hard,2007
4621,1899,0887745,3,How About You,2007
4622,1903,0457419,0,Mr. Magorium&#39;s Wonder Emporium,2007
4623,1939,0983213,1,5 Centimeters Per Second,2007
4624,3012,0466839,3,I Could Never Be Your Woman,2007
4625,3774,0923985,0,We Are the Strange,2007
4626,4886,0860866,3,Far North,2007
4627,177,0469494,0,There Will Be Blood,2007
4628,4153,0923752,1,"King of Kong: A Fistful of Quarters, The",2007
4629,188,0427327,3,Hairspray,2007
4630,4162,0498399,0,We Own the Night,2007
4631,3069,0765443,3,Eastern Promises,2007
4632,1671,0909010,3,"Bad Mother&#39;s Handbook, The",2007
4633,4963,0486651,3,Dark Mirror,2007
4634,7128,0785533,0,&quot;Masters of Horror&quot; The Black Cat,2007
4635,7140,0971205,0,Lucky Blue,2007
4636,7556,0768212,3,"Last Mimzy, The",2007
4637,7973,0444682,3,"Reaping, The",2007
4638,6617,0950740,3,Grandpa for Christmas,2007
4639,985,1068649,3,I&#39;ve Loved You So Long,2008
4640,3128,0489018,3,Day of the Dead,2008
4641,2056,1284591,1,Sut,2008
4642,285,1125849,1,"Wrestler, The",2008
4643,305,1068680,1,Yes Man,2008
4644,309,0467197,3,Max Payne,2008
4645,1744,0986230,3,French Film,2008
4646,338,1054486,1,Futurama: Bender&#39;s Game,2008
4647,346,0862846,3,Sunshine Cleaning,2008
4648,2832,1126596,2,Adulthood,2008
4649,350,0970468,3,Miss Pettigrew Lives for a Day,2008
4650,3965,1082853,2,Management,2008
4651,5077,0926129,3,Prom Night,2008
4652,740,1050160,3,Kataude mashin garu,2008
4653,1443,1259014,1,Mesrine: Killer Instinct,2008
4654,2858,0892899,0,Outpost,2008
4655,1451,1046997,2,Miracle at St. Anna,2008
4656,5474,1172570,1,Bronson,2008
4657,4030,0765432,3,"Baader Meinhof Complex, The",2008
4658,60,0811138,1,"Love Guru, The",2008
4659,1143,0865556,1,"Forbidden Kingdom, The",2008
4660,80,0493464,1,Wanted,2008
4661,1164,0449487,3,Passengers,2008
4662,1516,0447166,3,"Gamers: Dorkness Rising, The",2008
4663,502,1205489,2,Gran Torino,2008
4664,542,0963194,3,Repo! The Genetic Opera,2008
4665,902,1018785,3,"Sisterhood of the Traveling Pants 2, The",2008
4666,176,0443274,3,Vantage Point,2008
4667,191,1033643,3,What Happens In Vegas,2008
4668,195,0800080,1,"Incredible Hulk, The",2008
4669,927,0416212,3,"Secret Life of Bees, The",2008
4670,3444,1111890,3,Diary of a Nymphomaniac,2008
4671,1641,0467200,3,"Other Boleyn Girl, The",2008
4672,212,0988595,3,27 Dresses,2008
4673,220,0397892,3,Bolt,2008
4674,2357,0896031,3,"Loss of a Teardrop Diamond, The",2008
4675,3072,1356380,3,"No. 1 Ladies&#39; Detective Agency, The",2008
4676,1674,420238,3,"Tale of Despereaux, The",2008
4677,242,1013753,1,Milk,2008
4678,254,0918927,3,Doubt,2008
4679,7127,0462499,0,Rambo,2008
4680,6059,0435679,3,Keith,2008
4681,8387,1227926,0,Dr. Horrible&#39;s Sing-Along Blog,2008
4682,6097,1046947,3,Last Chance Harvey,2008
4683,6863,0491044,0,Sparrow,2008
4684,6893,1226291,2,Blind Loves,2008
4685,5864,0396707,3,"Secret of Moonacre, The",2008
4686,6620,1286742,3,Clash of the Santas,2008
4687,6688,0804529,0,Sleep Dealer,2008
4688,6347,1055366,3,Camp Rock,2008
4689,7437,1063669,3,Die Welle,2008
4690,265,0981072,3,"Lucky Ones, The",2008
4691,3510,1263778,3,La belle personne,2008
4692,275,0959337,3,Revolutionary Road,2008
4693,1709,1129423,2,Fireproof,2008
4694,1718,0926063,1,Dance of the Dead,2008
4695,668,1139797,1,L&aring;t den r&auml;tte komma in (Let the Right One In),2008
4696,316,0795421,3,Mamma Mia!,2008
4697,1751,1185616,0,Waltz with Bashir,2008
4698,1394,1024255,3,Wild Child,2008
4699,1398,1029234,3,Martyrs,2008
4700,5048,0368563,3,Possession,2008
4701,2116,0814314,3,Seven Pounds,2008
4702,2841,0985699,1,Valkyrie,2008
4703,730,1270769,1,Three wise men,2008
4704,1,0844760,3,Starship Troopers 3: Marauder,2008
4705,1801,1370212,3,My Only Sunshine,2008
4706,1104,1023481,3,Step Up 2: The Streets,2008
4707,2516,1100048,3,35 Shots of Rum,2008
4708,3998,0486321,0,Fly Me to the Moon,2008
4709,4730,0932669,3,Older Than America,2008
4710,768,0489049,0,Fanboys,2008
4711,1829,1056437,3,"Sky Crawlers, The",2008
4712,5469,1340664,3,Kenna,2008
4713,3281,1227929,3,Herb &amp; Dorothy,2008
4714,1142,0451079,1,Horton Hears a Who!,2008
4715,2203,1095442,1,Goodbye Solo,2008
4716,5148,2132415,2,Overcome,2008
4717,4046,0494652,3,"Welcome Home, Roscoe Jenkins",2008
4718,819,1069238,3,Okuribito (Departures),2008
4719,465,0830515,1,Quantum of Solace,2008
4720,470,1054588,1,Flash of Genius,2008
4721,4812,0915460,3,Grizzly Park,2008
4722,3711,1034303,3,Defiance,2008
4723,2259,1034325,3,Phoebe in Wonderland,2008
4724,501,1099212,3,Twilight,2008
4725,5205,0790686,1,Mirrors,2008
4726,513,0995039,1,Ghost Town,2008
4727,2996,1199099,3,Merlin,2008
4728,1583,1103193,3,My Prison Yard,2008
4729,889,1060277,3,Cloverfield,2008
4730,541,1082868,3,Quarantine,2008
4731,545,0832266,3,"Definitely, Maybe",2008
4732,190,0371746,2,Iron Man,2008
4733,1628,1124394,1,Sauna,2008
4734,194,0373051,1,Journey to the Center of the Earth,2008
4735,4935,1277728,3,Mid-August Lunch,2008
4736,952,1226681,0,Pontypool,2008
4737,3467,0819714,3,"Edge of Love, The",2008
4738,5658,1049948,3,Casi divas,2008
4739,233,0929425,1,Gomorra,2008
