898,0057427
899,0055852
900,0056575
901,0056241
902,0056194
903,0054949
904,0055928
905,0056592
906,0055910
907,0056218
908,0055894
909,0057239
910,0055032
911,0055728
912,0055832
913,0059616
914,0056172
915,0055830
916,0056193
917,0056119
918,0056671
919,0056142
920,0055763
921,0056059
922,0055902
923,0056687
924,0056048
925,0055805
926,0336693
927,0056860
928,0057590
929,0056869
930,0056910
931,0057215
932,0058164
933,0057413
934,0057329
935,0057115
936,0057261
937,0057490
938,0057623
939,0057449
940,0056912
941,0057345
942,0056800
943,0056884
944,0057546
945,0057693
946,0056443
947,0057358
948,0057541
949,0056801
950,0057611
951,0057076
952,0057495
953,0057226
954,0057542
955,0056983
956,0056891
957,0056923
958,0057129
959,0057187
960,0057180
961,0057643
962,0058335
963,0058715
964,0058083
965,0058700
966,0057869
967,0057887
968,0058536
969,0058100
970,0058324
971,0057840
972,0057933
973,0058409
974,0058586
975,0058379
976,0057012
977,0058777
978,0058213
979,0058625
980,0059825
981,0058150
982,0058003
983,0058659
984,0058695
985,0058461
986,0058331
987,0058450
988,0058708
989,0058430
990,0058658
991,0058544
992,0058182
993,0058385
994,0058564
995,0057997
996,0057918
997,0058263
998,0058725
999,0058139
1000,0057878
1001,0057259
1002,0058329
1003,0058898
1004,0059084
1005,0059319
1006,0059183
1007,0059764
1008,0059205
1009,0059212
1010,0059793
1011,0059170
1012,0059742
1013,0059956
1014,0059113
1015,0058361
1016,0058212
1017,0059346
1018,0059314
1019,0059229
1020,0059607
1021,0059100
1022,0059080
1023,0059348
1024,0059578
1025,0059646
1026,0059800
1027,0058997
1028,0060315
1029,0060397
1030,0060165
1031,0060390
1032,0062852
1033,0060758
1034,0062853
1035,0060782
1036,0060841
1037,0060223
1038,0058946
1039,0061184
1040,0060665
1041,0059557
1042,0060086
1043,0060522
1044,0061879
1045,0060827
1046,0061101
1047,0060446
1048,0059127
1049,0060464
1050,0060453
1051,0060196
1052,0060174
1053,0060107
1054,0060959
1055,0061107
1056,0060558
1057,0060424
1058,0059020
1059,0061122
1060,0060176
1061,0060479
1062,0060125
1063,0060934
1064,0062851
1065,0064208
1066,0061391
1067,0061512
1068,0061811
1069,0062990
1070,0061398
1071,0061452
1072,0061695
1073,0062113
1074,0062873
1075,0062512
1076,0061418
1077,0061655
1078,0061852
1079,0061578
1080,0061735
1081,0061856
1082,0063278
1083,0062281
1084,0062467
1085,0062502
1086,0062229
1087,0062136
1088,0062430
1089,0061395
1090,0061722
1091,0061385
1092,0061882
1093,0062411
1094,0062362
1095,0061834
1096,0062407
1097,0061620
1098,0061495
1099,0061369
1100,0062373
1101,0063227
1102,0063522
1103,0063518
1104,0062426
1105,0062765
1106,0063010
1107,0063350
1108,0063850
1109,0063642
1110,0063185
1111,0063060
1112,0062687
1113,0062711
1114,0062794
1115,0063462
1116,0063000
1117,0062909
1118,0061955
1119,0063668
1120,0062782
1121,0062994
1122,0063049
1123,0064116
